# SYNTHETIC DATASET - Generated for AI Electric Fault Detection Prototype
# This data is artificially generated and does NOT represent real industrial measurements.
# For production use, replace with validated sensor data from actual electrical systems.
# Total samples: 15000
# Fault classes: 10
#
voltage,current,temperature,power,power_factor,frequency,resistance,vibration,fault_type,fault_label
216.4536387470932,4.844590555416981,139.71552863119084,1569.110503392248,0.3842151211669838,49.64139403140333,440.8199474017194,0.10831252075427304,7,Burnt Component
298.2030057647129,12.779361587544456,35.392193458419094,3032.8303123881938,0.8125724907665534,50.85374630363662,14.590571862475732,0.14714315979830084,3,Overvoltage
228.838942776666,19.656554744106053,54.27604930215439,5472.469597904588,0.7157402654274609,49.05974981146649,14.154123473033458,0.2389693865278053,8,Insulation Damage
230.69898782118955,7.7975933631538386,32.128765009827774,2230.2348371404278,0.9747135866722819,50.18954882642783,42.0436409924053,0.13306130315719203,0,Normal
262.82145489308226,18.005957689794716,63.21910309335689,2350.961048597352,0.7711081625476487,50.67679085492508,19.45846962847324,0.20721117243056775,3,Overvoltage
175.73180831952325,12.64492572799051,50.95978737577694,1580.1248998505218,0.7597486793426157,49.21006676478855,55.16806905162861,0.14311633301066923,4,Undervoltage
227.29540474492063,20.743566976966225,103.77343680648687,3799.7258791389463,0.6626837589776344,49.70809846207843,58.01163038336579,0.27471273247001876,1,Overheating
84.82472743564587,44.36088975106696,94.10206692719119,3726.772258324852,0.5713691125683825,48.13766093844287,4.723629748998519,0.5960183442873681,2,Short Circuit
96.48545631264105,43.59343470968908,134.2144446398793,4631.200905970077,0.631778150676548,49.71132704198689,2.5269678318532836,0.3585989993276124,2,Short Circuit
221.88244569104216,12.355918298499082,23.94905346842644,1265.0462159508058,0.8702206556379333,50.415809080536505,19.30722230888159,0.07870136363562132,0,Normal
224.60775858458427,14.693860793284024,30.987455251078593,3565.229928644593,0.9376236125840244,49.95421643471581,23.69709294520291,0.1006168619151415,0,Normal
156.5993770577714,84.59098849745882,93.73758759707204,9728.709642764881,0.5236095839441217,49.716685942523334,0.9554370360749956,0.5223309026735704,2,Short Circuit
203.50442355582751,12.760646790751215,49.77787499815419,1909.2418939629313,0.6819881588366765,49.76020774223689,4.968090203645704,0.1790762610387286,8,Insulation Damage
192.8847915890557,17.497027017669293,44.930531507382554,3537.9177145243057,0.8371713227491501,50.27243548461574,16.932926920677446,0.16533698677175243,4,Undervoltage
157.1780616642489,18.279417090411144,38.81324454581323,2089.8723234704235,0.8701521340288103,48.724827595799724,27.102496773840453,0.19216308916871455,4,Undervoltage
160.22474229233202,11.048836345659158,40.928191841744535,1213.6255900598057,0.8769600730209961,48.991532421283985,27.693945190681443,0.1317599967141744,4,Undervoltage
197.33203990971958,12.003769765676935,31.47316163273625,1839.2470452679238,0.7135564305835567,48.91770834225167,28.257311286910838,0.1436209006240918,4,Undervoltage
207.24020144340673,7.043352694067227,118.06619060891144,1939.1517533259282,0.5098329707641808,50.359693989892754,451.48717898869484,0.18331433733161526,7,Burnt Component
205.8747984734258,11.945169715631035,45.291567173738414,5745.235845469128,0.6297167494135486,50.019752043523305,4.724996540592329,0.08402982030159223,8,Insulation Damage
301.10988526684366,14.183169861646128,64.97247527341943,3569.99304986119,0.7721313176857716,50.15654582222673,43.18485894713255,0.1971960964442298,3,Overvoltage
223.47633428046922,22.205924536733285,80.9929809399429,5304.765656488224,0.6398570191157436,49.276535303722405,29.154753641523904,0.3759689090631698,1,Overheating
